CaseID,Activity,Timestamp,Lifecycle
Job_9,MACHINE_2,13.597104,COMPLETE
Job_9,MACHINE_3,13.597104,QUEUE_ENTER
Job_9,MACHINE_3,13.597104,START
Job_12,MACHINE_1,14.696936,QUEUE_ENTER
Job_12,MACHINE_1,14.696936,START
Job_10,MACHINE_1,14.726015,COMPLETE
Job_10,MACHINE_2,14.726015,QUEUE_ENTER
Job_10,MACHINE_2,14.726015,START
Job_7,MACHINE_3,14.747386,COMPLETE
Job_7,MACHINE_4,14.747386,QUEUE_ENTER
Job_7,MACHINE_4,14.747386,START
Job_8,MACHINE_1,14.85672,COMPLETE
Job_8,MACHINE_2,14.85672,QUEUE_ENTER
Job_8,MACHINE_2,14.85672,START
Job_11,MACHINE_1,15.419395,COMPLETE
Job_11,MACHINE_2,15.419395,QUEUE_ENTER
Job_11,MACHINE_2,15.419395,START
Job_10,MACHINE_2,15.863691,COMPLETE
Job_10,MACHINE_3,15.863691,QUEUE_ENTER
Job_10,MACHINE_3,15.863691,START
Job_8,MACHINE_2,15.886923,COMPLETE
Job_8,MACHINE_3,15.886923,QUEUE_ENTER
Job_8,MACHINE_3,15.886923,START
Job_8,MACHINE_3,16.09545,COMPLETE
Job_8,MACHINE_4,16.09545,QUEUE_ENTER
Job_8,MACHINE_4,16.09545,START
Job_2,MACHINE_3,16.378271,COMPLETE
Job_2,MACHINE_4,16.378271,QUEUE_ENTER
Job_2,MACHINE_4,16.378271,START
Job_11,MACHINE_2,16.491818,COMPLETE
Job_11,MACHINE_3,16.491818,QUEUE_ENTER
Job_11,MACHINE_3,16.491818,START
Job_10,MACHINE_3,16.800459,COMPLETE
Job_10,MACHINE_4,16.800459,QUEUE_ENTER
Job_10,MACHINE_4,16.800459,START
Job_1,MACHINE_3,17.17088,COMPLETE
Job_1,MACHINE_4,17.17088,QUEUE_ENTER
Job_1,MACHINE_4,17.17088,START
Job_13,MACHINE_1,17.276502,QUEUE_ENTER
Job_13,MACHINE_1,17.276502,START
Job_14,MACHINE_1,19.628895,QUEUE_ENTER
Job_14,MACHINE_1,19.628895,START
Job_15,MACHINE_1,19.831168,QUEUE_ENTER
Job_15,MACHINE_1,19.831168,START
Job_3,MACHINE_3,19.936655,COMPLETE
Job_3,MACHINE_4,19.936655,QUEUE_ENTER
Job_3,MACHINE_4,19.936655,START
Job_4,MACHINE_3,23.043778,COMPLETE
Job_4,MACHINE_4,23.043778,QUEUE_ENTER
Job_4,MACHINE_4,23.043778,START
Job_13,MACHINE_1,23.353975,COMPLETE
Job_13,MACHINE_2,23.353975,QUEUE_ENTER
Job_13,MACHINE_2,23.353975,START
Job_12,MACHINE_1,23.389926,COMPLETE
Job_12,MACHINE_2,23.389926,QUEUE_ENTER
Job_12,MACHINE_2,23.389926,START
Job_16,MACHINE_1,23.427436,QUEUE_ENTER
Job_16,MACHINE_1,23.427436,START
Job_17,MACHINE_1,23.686689,QUEUE_ENTER
Job_17,MACHINE_1,23.686689,START
Job_13,MACHINE_2,23.940129,COMPLETE
Job_13,MACHINE_3,23.940129,QUEUE_ENTER
Job_13,MACHINE_3,23.940129,START
Job_12,MACHINE_2,24.350694,COMPLETE
Job_12,MACHINE_3,24.350694,QUEUE_ENTER
Job_12,MACHINE_3,24.350694,START
Job_9,MACHINE_3,24.829306,COMPLETE
Job_9,MACHINE_4,24.829306,QUEUE_ENTER
Job_9,MACHINE_4,24.829306,START
Job_15,MACHINE_1,25.192186,COMPLETE
Job_15,MACHINE_2,25.192186,QUEUE_ENTER
Job_15,MACHINE_2,25.192186,START
Job_18,MACHINE_1,25.429199,QUEUE_ENTER
Job_18,MACHINE_1,25.429199,START
Job_6,MACHINE_3,25.595126,COMPLETE
Job_6,MACHINE_4,25.595126,QUEUE_ENTER
Job_6,MACHINE_4,25.595126,START
Job_14,MACHINE_1,25.845227,COMPLETE
Job_14,MACHINE_2,25.845227,QUEUE_ENTER
Job_14,MACHINE_2,25.845227,START
Job_15,MACHINE_2,25.950157,COMPLETE
Job_15,MACHINE_3,25.950157,QUEUE_ENTER
Job_15,MACHINE_3,25.950157,START
Job_14,MACHINE_2,26.736473,COMPLETE
Job_14,MACHINE_3,26.736473,QUEUE_ENTER
Job_14,MACHINE_3,26.736473,START
Job_14,MACHINE_3,26.77483,COMPLETE
Job_14,MACHINE_4,26.77483,QUEUE_ENTER
Job_14,MACHINE_4,26.77483,START
Job_19,MACHINE_1,27.224015,QUEUE_ENTER
Job_19,MACHINE_1,27.224015,START
Job_12,MACHINE_3,27.980069,COMPLETE
Job_12,MACHINE_4,27.980069,QUEUE_ENTER
Job_12,MACHINE_4,27.980069,START
Job_15,MACHINE_3,28.186576,COMPLETE
Job_15,MACHINE_4,28.186576,QUEUE_ENTER
Job_15,MACHINE_4,28.186576,START
Job_1,MACHINE_4,28.241733,COMPLETE
Job_1,MACHINE_5,28.241733,QUEUE_ENTER
Job_1,MACHINE_5,28.241733,START
Job_17,MACHINE_1,28.947916,COMPLETE
Job_17,MACHINE_2,28.947916,QUEUE_ENTER
Job_17,MACHINE_2,28.947916,START
Job_8,MACHINE_4,29.054372,COMPLETE
Job_8,MACHINE_5,29.054372,QUEUE_ENTER
Job_8,MACHINE_5,29.054372,START
Job_16,MACHINE_1,29.076116,COMPLETE
Job_16,MACHINE_2,29.076116,QUEUE_ENTER
Job_16,MACHINE_2,29.076116,START
Job_20,MACHINE_1,29.121395,QUEUE_ENTER
Job_20,MACHINE_1,29.121395,START
Job_13,MACHINE_3,29.70332,COMPLETE
Job_13,MACHINE_4,29.70332,QUEUE_ENTER
Job_13,MACHINE_4,29.70332,START
Job_21,MACHINE_1,29.800445,QUEUE_ENTER
Job_21,MACHINE_1,29.800445,START
Job_17,MACHINE_2,29.884361,COMPLETE
Job_17,MACHINE_3,29.884361,QUEUE_ENTER
Job_17,MACHINE_3,29.884361,START
Job_22,MACHINE_1,29.892516,QUEUE_ENTER
Job_22,MACHINE_1,29.892516,START
Job_18,MACHINE_1,29.987826,COMPLETE
Job_18,MACHINE_2,29.987826,QUEUE_ENTER
Job_18,MACHINE_2,29.987826,START
Job_16,MACHINE_2,30.142167,COMPLETE
Job_16,MACHINE_3,30.142167,QUEUE_ENTER
Job_16,MACHINE_3,30.142167,START
Job_18,MACHINE_2,30.874593,COMPLETE
Job_18,MACHINE_3,30.874593,QUEUE_ENTER
Job_18,MACHINE_3,30.874593,START
Job_23,MACHINE_1,31.11166,QUEUE_ENTER
Job_23,MACHINE_1,31.11166,START
Job_18,MACHINE_3,31.190461,COMPLETE
Job_18,MACHINE_4,31.190461,QUEUE_ENTER
Job_18,MACHINE_4,31.190461,START
Job_10,MACHINE_4,32.319054,COMPLETE
Job_10,MACHINE_5,32.319054,QUEUE_ENTER
Job_10,MACHINE_5,32.319054,START
Job_19,MACHINE_1,32.450491,COMPLETE
Job_19,MACHINE_2,32.450491,QUEUE_ENTER
Job_19,MACHINE_2,32.450491,START
Job_19,MACHINE_2,32.949012,COMPLETE
Job_19,MACHINE_3,32.949012,QUEUE_ENTER
Job_19,MACHINE_3,32.949012,START
Job_7,MACHINE_4,33.196699,COMPLETE
Job_7,MACHINE_5,33.196699,QUEUE_ENTER
Job_7,MACHINE_5,33.196699,START
Job_4,MACHINE_4,33.244938,COMPLETE
Job_4,MACHINE_5,33.244938,QUEUE_ENTER
Job_4,MACHINE_5,33.244938,START
Job_24,MACHINE_1,33.799338,QUEUE_ENTER
Job_24,MACHINE_1,33.799338,START
Job_25,MACHINE_1,34.079088,QUEUE_ENTER
Job_25,MACHINE_1,34.079088,START
Job_21,MACHINE_1,34.535915,COMPLETE
Job_21,MACHINE_2,34.535915,QUEUE_ENTER
Job_21,MACHINE_2,34.535915,START
Job_23,MACHINE_1,34.595442,COMPLETE
Job_23,MACHINE_2,34.595442,QUEUE_ENTER
Job_23,MACHINE_2,34.595442,START
Job_26,MACHINE_1,34.792259,QUEUE_ENTER
Job_26,MACHINE_1,34.792259,START
Job_8,MACHINE_5,35.249845,COMPLETE
Job_27,MACHINE_1,35.389835,QUEUE_ENTER
Job_27,MACHINE_1,35.389835,START
Job_23,MACHINE_2,35.498402,COMPLETE
Job_23,MACHINE_3,35.498402,QUEUE_ENTER
Job_23,MACHINE_3,35.498402,START
Job_2,MACHINE_4,35.569005,COMPLETE
Job_2,MACHINE_5,35.569005,QUEUE_ENTER
Job_2,MACHINE_5,35.569005,START
Job_21,MACHINE_2,35.570372,COMPLETE
Job_21,MACHINE_3,35.570372,QUEUE_ENTER
Job_21,MACHINE_3,35.570372,START
Job_28,MACHINE_1,35.599219,QUEUE_ENTER
Job_28,MACHINE_1,35.599219,START
Job_29,MACHINE_1,35.683297,QUEUE_ENTER
Job_29,MACHINE_1,35.683297,START
Job_1,MACHINE_5,36.008003,COMPLETE
Job_20,MACHINE_1,36.237329,COMPLETE
Job_20,MACHINE_2,36.237329,QUEUE_ENTER
Job_20,MACHINE_2,36.237329,START
Job_30,MACHINE_1,36.686113,QUEUE_ENTER
Job_30,MACHINE_1,36.686113,START
Job_21,MACHINE_3,36.687531,COMPLETE
Job_21,MACHINE_4,36.687531,QUEUE_ENTER
Job_21,MACHINE_4,36.687531,START
Job_9,MACHINE_4,37.054737,COMPLETE
Job_9,MACHINE_5,37.054737,QUEUE_ENTER
Job_9,MACHINE_5,37.054737,START
Job_20,MACHINE_2,37.117237,COMPLETE
Job_20,MACHINE_3,37.117237,QUEUE_ENTER
Job_20,MACHINE_3,37.117237,START
Job_31,MACHINE_1,37.20146,QUEUE_ENTER
Job_31,MACHINE_1,37.20146,START
Job_3,MACHINE_4,37.536286,COMPLETE
Job_3,MACHINE_5,37.536286,QUEUE_ENTER
Job_3,MACHINE_5,37.536286,START
Job_14,MACHINE_4,37.680518,COMPLETE
Job_14,MACHINE_5,37.680518,QUEUE_ENTER
Job_14,MACHINE_5,37.680518,START
Job_23,MACHINE_3,38.041252,COMPLETE
Job_23,MACHINE_4,38.041252,QUEUE_ENTER
Job_23,MACHINE_4,38.041252,START
Job_32,MACHINE_1,38.162127,QUEUE_ENTER
Job_32,MACHINE_1,38.162127,START
Job_25,MACHINE_1,38.187279,COMPLETE
Job_25,MACHINE_2,38.187279,QUEUE_ENTER
Job_25,MACHINE_2,38.187279,START
Job_22,MACHINE_1,38.436297,COMPLETE
Job_22,MACHINE_2,38.436297,QUEUE_ENTER
Job_22,MACHINE_2,38.436297,START
Job_33,MACHINE_1,38.934873,QUEUE_ENTER
Job_33,MACHINE_1,38.934873,START
Job_22,MACHINE_2,39.030614,COMPLETE
Job_22,MACHINE_3,39.030614,QUEUE_ENTER
Job_22,MACHINE_3,39.030614,START
Job_7,MACHINE_5,39.145999,COMPLETE
Job_25,MACHINE_2,39.186463,COMPLETE
Job_25,MACHINE_3,39.186463,QUEUE_ENTER
Job_25,MACHINE_3,39.186463,START
Job_10,MACHINE_5,39.252013,COMPLETE
Job_6,MACHINE_4,39.537787,COMPLETE
Job_6,MACHINE_5,39.537787,QUEUE_ENTER
Job_6,MACHINE_5,39.537787,START
Job_34,MACHINE_1,39.595496,QUEUE_ENTER
Job_34,MACHINE_1,39.595496,START
Job_5,MACHINE_3,40.37589,COMPLETE
Job_5,MACHINE_4,40.37589,QUEUE_ENTER
Job_5,MACHINE_4,40.37589,START
Job_35,MACHINE_1,40.741148,QUEUE_ENTER
Job_35,MACHINE_1,40.741148,START
Job_25,MACHINE_3,40.791143,COMPLETE
Job_25,MACHINE_4,40.791143,QUEUE_ENTER
Job_25,MACHINE_4,40.791143,START
Job_30,MACHINE_1,40.993041,COMPLETE
Job_30,MACHINE_2,40.993041,QUEUE_ENTER
Job_30,MACHINE_2,40.993041,START
Job_36,MACHINE_1,41.021866,QUEUE_ENTER
Job_36,MACHINE_1,41.021866,START
Job_24,MACHINE_1,41.121918,COMPLETE
Job_24,MACHINE_2,41.121918,QUEUE_ENTER
Job_24,MACHINE_2,41.121918,START
Job_28,MACHINE_1,41.438084,COMPLETE
Job_28,MACHINE_2,41.438084,QUEUE_ENTER
Job_28,MACHINE_2,41.438084,START
Job_4,MACHINE_5,41.46848,COMPLETE
Job_13,MACHINE_4,41.508271,COMPLETE
Job_13,MACHINE_5,41.508271,QUEUE_ENTER
Job_13,MACHINE_5,41.508271,START
Job_30,MACHINE_2,41.815188,COMPLETE
Job_30,MACHINE_3,41.815188,QUEUE_ENTER
Job_30,MACHINE_3,41.815188,START
Job_17,MACHINE_3,41.823629,COMPLETE
Job_17,MACHINE_4,41.823629,QUEUE_ENTER
Job_17,MACHINE_4,41.823629,START
Job_37,MACHINE_1,42.059826,QUEUE_ENTER
Job_37,MACHINE_1,42.059826,START
Job_24,MACHINE_2,42.09759,COMPLETE
Job_24,MACHINE_3,42.09759,QUEUE_ENTER
Job_24,MACHINE_3,42.09759,START
Job_16,MACHINE_3,42.17718,COMPLETE
Job_16,MACHINE_4,42.17718,QUEUE_ENTER
Job_16,MACHINE_4,42.17718,START
Job_38,MACHINE_1,42.203328,QUEUE_ENTER
Job_38,MACHINE_1,42.203328,START
Job_29,MACHINE_1,42.278165,COMPLETE
Job_29,MACHINE_2,42.278165,QUEUE_ENTER
Job_29,MACHINE_2,42.278165,START
Job_28,MACHINE_2,42.280643,COMPLETE
Job_28,MACHINE_3,42.280643,QUEUE_ENTER
Job_28,MACHINE_3,42.280643,START
Job_12,MACHINE_4,42.36782,COMPLETE
Job_12,MACHINE_5,42.36782,QUEUE_ENTER
Job_12,MACHINE_5,42.36782,START
Job_39,MACHINE_1,42.698658,QUEUE_ENTER
Job_39,MACHINE_1,42.698658,START
Job_31,MACHINE_1,42.805921,COMPLETE
Job_31,MACHINE_2,42.805921,QUEUE_ENTER
Job_31,MACHINE_2,42.805921,START
Job_40,MACHINE_1,42.848954,QUEUE_ENTER
Job_40,MACHINE_1,42.848954,START
Job_27,MACHINE_1,43.001654,COMPLETE
Job_27,MACHINE_2,43.001654,QUEUE_ENTER
Job_27,MACHINE_2,43.001654,START
Job_15,MACHINE_4,43.015355,COMPLETE
Job_15,MACHINE_5,43.015355,QUEUE_ENTER
Job_15,MACHINE_5,43.015355,START
Job_29,MACHINE_2,43.136818,COMPLETE
Job_29,MACHINE_3,43.136818,QUEUE_ENTER
Job_29,MACHINE_3,43.136818,START
Job_26,MACHINE_1,43.565595,COMPLETE
Job_26,MACHINE_2,43.565595,QUEUE_ENTER
Job_26,MACHINE_2,43.565595,START
Job_2,MACHINE_5,43.706563,COMPLETE
Job_31,MACHINE_2,43.743535,COMPLETE
Job_31,MACHINE_3,43.743535,QUEUE_ENTER
Job_31,MACHINE_3,43.743535,START
Job_11,MACHINE_3,43.950697,COMPLETE
Job_11,MACHINE_4,43.950697,QUEUE_ENTER
Job_11,MACHINE_4,43.950697,START
Job_27,MACHINE_2,44.252939,COMPLETE
Job_27,MACHINE_3,44.252939,QUEUE_ENTER
Job_27,MACHINE_3,44.252939,START
Job_32,MACHINE_1,44.451971,COMPLETE
Job_32,MACHINE_2,44.451971,QUEUE_ENTER
Job_32,MACHINE_2,44.451971,START
Job_26,MACHINE_2,44.705809,COMPLETE
Job_26,MACHINE_3,44.705809,QUEUE_ENTER
Job_26,MACHINE_3,44.705809,START
Job_14,MACHINE_5,44.755274,COMPLETE
Job_41,MACHINE_1,44.858708,QUEUE_ENTER
Job_41,MACHINE_1,44.858708,START
Job_33,MACHINE_1,44.980563,COMPLETE
Job_33,MACHINE_2,44.980563,QUEUE_ENTER
Job_33,MACHINE_2,44.980563,START
Job_6,MACHINE_5,45.043463,COMPLETE
Job_3,MACHINE_5,45.050093,COMPLETE
Job_22,MACHINE_3,45.124962,COMPLETE
Job_22,MACHINE_4,45.124962,QUEUE_ENTER
Job_22,MACHINE_4,45.124962,START
Job_9,MACHINE_5,45.140093,COMPLETE
Job_32,MACHINE_2,45.504975,COMPLETE
Job_32,MACHINE_3,45.504975,QUEUE_ENTER
Job_32,MACHINE_3,45.504975,START
Job_42,MACHINE_1,45.536977,QUEUE_ENTER
Job_42,MACHINE_1,45.536977,START
Job_36,MACHINE_1,45.819672,COMPLETE
Job_36,MACHINE_2,45.819672,QUEUE_ENTER
Job_36,MACHINE_2,45.819672,START
Job_43,MACHINE_1,45.875052,QUEUE_ENTER
Job_43,MACHINE_1,45.875052,START
Job_20,MACHINE_3,46.075726,COMPLETE
Job_20,MACHINE_4,46.075726,QUEUE_ENTER
Job_20,MACHINE_4,46.075726,START
Job_33,MACHINE_2,46.234405,COMPLETE
Job_33,MACHINE_3,46.234405,QUEUE_ENTER
Job_33,MACHINE_3,46.234405,START
Job_34,MACHINE_1,46.64324,COMPLETE
Job_34,MACHINE_2,46.64324,QUEUE_ENTER
Job_34,MACHINE_2,46.64324,START
Job_35,MACHINE_1,46.704492,COMPLETE
Job_35,MACHINE_2,46.704492,QUEUE_ENTER
Job_35,MACHINE_2,46.704492,START
Job_36,MACHINE_2,46.86867,COMPLETE
Job_36,MACHINE_3,46.86867,QUEUE_ENTER
Job_36,MACHINE_3,46.86867,START
Job_36,MACHINE_3,47.128895,COMPLETE
Job_36,MACHINE_4,47.128895,QUEUE_ENTER
Job_36,MACHINE_4,47.128895,START
Job_27,MACHINE_3,47.404452,COMPLETE
Job_27,MACHINE_4,47.404452,QUEUE_ENTER
Job_27,MACHINE_4,47.404452,START
Job_34,MACHINE_2,47.567972,COMPLETE
Job_34,MACHINE_3,47.567972,QUEUE_ENTER
Job_34,MACHINE_3,47.567972,START
Job_44,MACHINE_1,47.624882,QUEUE_ENTER
Job_44,MACHINE_1,47.624882,START
Job_35,MACHINE_2,47.848243,COMPLETE
Job_35,MACHINE_3,47.848243,QUEUE_ENTER
Job_35,MACHINE_3,47.848243,START
Job_18,MACHINE_4,48.280528,COMPLETE
Job_18,MACHINE_5,48.280528,QUEUE_ENTER
Job_18,MACHINE_5,48.280528,START
Job_37,MACHINE_1,48.326444,COMPLETE
Job_37,MACHINE_2,48.326444,QUEUE_ENTER
Job_37,MACHINE_2,48.326444,START
Job_34,MACHINE_3,48.392394,COMPLETE
Job_34,MACHINE_4,48.392394,QUEUE_ENTER
Job_34,MACHINE_4,48.392394,START
Job_45,MACHINE_1,49.240663,QUEUE_ENTER
Job_45,MACHINE_1,49.240663,START
Job_37,MACHINE_2,49.243142,COMPLETE
Job_37,MACHINE_3,49.243142,QUEUE_ENTER
Job_37,MACHINE_3,49.243142,START
Job_40,MACHINE_1,49.25397,COMPLETE
Job_40,MACHINE_2,49.25397,QUEUE_ENTER
Job_40,MACHINE_2,49.25397,START
Job_37,MACHINE_3,49.256556,COMPLETE
Job_37,MACHINE_4,49.256556,QUEUE_ENTER
Job_37,MACHINE_4,49.256556,START
Job_39,MACHINE_1,49.576669,COMPLETE
Job_39,MACHINE_2,49.576669,QUEUE_ENTER
Job_39,MACHINE_2,49.576669,START
Job_46,MACHINE_1,49.89117,QUEUE_ENTER
Job_46,MACHINE_1,49.89117,START
Job_21,MACHINE_4,49.957362,COMPLETE
Job_21,MACHINE_5,49.957362,QUEUE_ENTER
Job_21,MACHINE_5,49.957362,START
Job_38,MACHINE_1,50.087013,COMPLETE
Job_38,MACHINE_2,50.087013,QUEUE_ENTER
Job_38,MACHINE_2,50.087013,START
Job_30,MACHINE_3,50.162184,COMPLETE
Job_30,MACHINE_4,50.162184,QUEUE_ENTER
Job_30,MACHINE_4,50.162184,START
Job_40,MACHINE_2,50.21922,COMPLETE
Job_40,MACHINE_3,50.21922,QUEUE_ENTER
Job_40,MACHINE_3,50.21922,START
Job_13,MACHINE_5,50.359926,COMPLETE
Job_39,MACHINE_2,50.473488,COMPLETE
Job_39,MACHINE_3,50.473488,QUEUE_ENTER
Job_39,MACHINE_3,50.473488,START
Job_12,MACHINE_5,50.538795,COMPLETE
Job_15,MACHINE_5,50.926993,COMPLETE
Job_38,MACHINE_2,51.194132,COMPLETE
Job_38,MACHINE_3,51.194132,QUEUE_ENTER
Job_38,MACHINE_3,51.194132,START
Job_47,MACHINE_1,51.419958,QUEUE_ENTER
Job_47,MACHINE_1,51.419958,START
Job_40,MACHINE_3,51.76985,COMPLETE
Job_40,MACHINE_4,51.76985,QUEUE_ENTER
Job_40,MACHINE_4,51.76985,START
Job_41,MACHINE_1,52.236892,COMPLETE
Job_41,MACHINE_2,52.236892,QUEUE_ENTER
Job_41,MACHINE_2,52.236892,START
Job_19,MACHINE_3,52.324522,COMPLETE
Job_19,MACHINE_4,52.324522,QUEUE_ENTER
Job_19,MACHINE_4,52.324522,START
Job_43,MACHINE_1,52.525832,COMPLETE
Job_43,MACHINE_2,52.525832,QUEUE_ENTER
Job_43,MACHINE_2,52.525832,START
Job_48,MACHINE_1,52.731848,QUEUE_ENTER
Job_48,MACHINE_1,52.731848,START
Job_41,MACHINE_2,52.945539,COMPLETE
Job_41,MACHINE_3,52.945539,QUEUE_ENTER
Job_41,MACHINE_3,52.945539,START
Job_17,MACHINE_4,53.490028,COMPLETE
Job_17,MACHINE_5,53.490028,QUEUE_ENTER
Job_17,MACHINE_5,53.490028,START
Job_46,MACHINE_1,53.571637,COMPLETE
Job_46,MACHINE_2,53.571637,QUEUE_ENTER
Job_46,MACHINE_2,53.571637,START
Job_49,MACHINE_1,53.626068,QUEUE_ENTER
Job_49,MACHINE_1,53.626068,START
Job_42,MACHINE_1,53.655954,COMPLETE
Job_42,MACHINE_2,53.655954,QUEUE_ENTER
Job_42,MACHINE_2,53.655954,START
Job_43,MACHINE_2,53.780829,COMPLETE
Job_43,MACHINE_3,53.780829,QUEUE_ENTER
Job_43,MACHINE_3,53.780829,START
Job_46,MACHINE_2,54.348783,COMPLETE
Job_46,MACHINE_3,54.348783,QUEUE_ENTER
Job_46,MACHINE_3,54.348783,START
Job_44,MACHINE_1,54.561921,COMPLETE
Job_44,MACHINE_2,54.561921,QUEUE_ENTER
Job_44,MACHINE_2,54.561921,START
Job_18,MACHINE_5,54.712621,COMPLETE
Job_42,MACHINE_2,54.784811,COMPLETE
Job_42,MACHINE_3,54.784811,QUEUE_ENTER
Job_42,MACHINE_3,54.784811,START
Job_16,MACHINE_4,54.88018,COMPLETE
Job_16,MACHINE_5,54.88018,QUEUE_ENTER
Job_16,MACHINE_5,54.88018,START
Job_5,MACHINE_4,54.980667,COMPLETE
Job_5,MACHINE_5,54.980667,QUEUE_ENTER
Job_5,MACHINE_5,54.980667,START
Job_43,MACHINE_3,55.077656,COMPLETE
Job_43,MACHINE_4,55.077656,QUEUE_ENTER
Job_43,MACHINE_4,55.077656,START
Job_44,MACHINE_2,55.406299,COMPLETE
Job_44,MACHINE_3,55.406299,QUEUE_ENTER
Job_44,MACHINE_3,55.406299,START
Job_50,MACHINE_1,55.565752,QUEUE_ENTER
Job_50,MACHINE_1,55.565752,START
Job_51,MACHINE_1,55.608015,QUEUE_ENTER
Job_51,MACHINE_1,55.608015,START
Job_23,MACHINE_4,55.654436,COMPLETE
Job_23,MACHINE_5,55.654436,QUEUE_ENTER
Job_23,MACHINE_5,55.654436,START
Job_31,MACHINE_3,55.73318,COMPLETE
Job_31,MACHINE_4,55.73318,QUEUE_ENTER
Job_31,MACHINE_4,55.73318,START
Job_38,MACHINE_3,55.761501,COMPLETE
Job_38,MACHINE_4,55.761501,QUEUE_ENTER
Job_38,MACHINE_4,55.761501,START
Job_11,MACHINE_4,55.823493,COMPLETE
Job_11,MACHINE_5,55.823493,QUEUE_ENTER
Job_11,MACHINE_5,55.823493,START
Job_29,MACHINE_3,55.91249,COMPLETE
Job_29,MACHINE_4,55.91249,QUEUE_ENTER
Job_29,MACHINE_4,55.91249,START
Job_47,MACHINE_1,56.0173,COMPLETE
Job_47,MACHINE_2,56.0173,QUEUE_ENTER
Job_47,MACHINE_2,56.0173,START
Job_28,MACHINE_3,57.082414,COMPLETE
Job_28,MACHINE_4,57.082414,QUEUE_ENTER
Job_28,MACHINE_4,57.082414,START
Job_47,MACHINE_2,57.113413,COMPLETE
Job_47,MACHINE_3,57.113413,QUEUE_ENTER
Job_47,MACHINE_3,57.113413,START
Job_45,MACHINE_1,57.153612,COMPLETE
Job_45,MACHINE_2,57.153612,QUEUE_ENTER
Job_45,MACHINE_2,57.153612,START
Job_52,MACHINE_1,57.320195,QUEUE_ENTER
Job_52,MACHINE_1,57.320195,START
Job_45,MACHINE_2,58.018141,COMPLETE
Job_45,MACHINE_3,58.018141,QUEUE_ENTER
Job_45,MACHINE_3,58.018141,START
Job_35,MACHINE_3,58.172224,COMPLETE
